county,date,hospitalized_covid_patients,population
Kings,2020-06-16,47.0,152940.0
Santa Cruz,2020-06-16,4.0,273213.0
Mono,2020-06-16,0.0,14444.0
Placer,2020-06-16,18.0,398329.0
Sonoma,2020-06-16,18.0,494336.0
Plumas,2020-06-16,0.0,18807.0
Humboldt,2020-06-16,8.0,135558.0
Mendocino,2020-06-16,0.0,86749.0
Modoc,2020-06-16,0.0,8841.0
San Mateo,2020-06-16,28.0,766573.0
San Luis Obispo,2020-06-16,13.0,283111.0
Yuba,2020-06-16,6.0,78668.0
Del Norte,2020-06-16,0.0,27812.0
Sutter,2020-06-16,0.0,96971.0
Alameda,2020-06-16,133.0,1671329.0
Lassen,2020-06-16,0.0,30573.0
Colusa,2020-06-16,1.0,21547.0
Glenn,2020-06-16,1.0,28393.0
Stanislaus,2020-06-16,64.0,550660.0
Nevada,2020-06-16,1.0,99755.0
Kern,2020-06-16,110.0,900202.0
Santa Barbara,2020-06-16,50.0,446499.0
Santa Clara,2020-06-16,48.0,1927852.0
Tuolumne,2020-06-16,0.0,54478.0
Fresno,2020-06-16,103.0,999101.0
Madera,2020-06-16,8.0,157327.0
El Dorado,2020-06-16,1.0,192843.0
Amador,2020-06-16,1.0,39752.0
Imperial,2020-06-16,85.0,181215.0
San Benito,2020-06-16,0.0,62808.0
Monterey,2020-06-16,17.0,434061.0
San Joaquin,2020-06-16,61.0,762148.0
Sacramento,2020-06-16,57.0,1552058.0
Los Angeles,2020-06-16,1947.0,10039107.0
Mariposa,2020-06-16,0.0,17203.0
Solano,2020-06-16,25.0,447643.0
Ventura,2020-06-16,92.0,846006.0
Shasta,2020-06-16,0.0,180080.0
Calaveras,2020-06-16,0.0,45905.0
Contra Costa,2020-06-16,40.0,1153526.0
Inyo,2020-06-16,0.0,18039.0
Siskiyou,2020-06-16,1.0,43539.0
Orange,2020-06-16,429.0,3175692.0
Napa,2020-06-16,10.0,137744.0
Tulare,2020-06-16,53.0,466195.0
Merced,2020-06-16,8.0,277680.0
San Diego,2020-06-16,343.0,3338330.0
Marin,2020-06-16,9.0,258826.0
Trinity,2020-06-16,0.0,12285.0
San Bernardino,2020-06-16,293.0,2180085.0
San Francisco,2020-06-16,42.0,881549.0
Lake,2020-06-17,1.0,64386.0
San Bernardino,2020-06-17,297.0,2180085.0
Sutter,2020-06-17,0.0,96971.0
Kings,2020-06-17,49.0,152940.0
Santa Cruz,2020-06-17,7.0,273213.0
Nevada,2020-06-17,2.0,99755.0
Tulare,2020-06-17,49.0,466195.0
Mendocino,2020-06-17,0.0,86749.0
Shasta,2020-06-17,0.0,180080.0
Santa Clara,2020-06-17,55.0,1927852.0
Fresno,2020-06-17,103.0,999101.0
Stanislaus,2020-06-17,74.0,550660.0
Placer,2020-06-17,16.0,398329.0
Mariposa,2020-06-17,0.0,17203.0
Humboldt,2020-06-17,3.0,135558.0
Contra Costa,2020-06-17,32.0,1153526.0
Butte,2020-06-17,3.0,219186.0
Modoc,2020-06-17,0.0,8841.0
San Luis Obispo,2020-06-17,7.0,283111.0
San Benito,2020-06-17,0.0,62808.0
Riverside,2020-06-17,379.0,2470546.0
Colusa,2020-06-17,0.0,21547.0
Santa Barbara,2020-06-17,48.0,446499.0
Sonoma,2020-06-17,19.0,494336.0
Del Norte,2020-06-17,0.0,27812.0
Kern,2020-06-17,123.0,900202.0
Plumas,2020-06-17,0.0,18807.0
Amador,2020-06-17,1.0,39752.0
Ventura,2020-06-17,101.0,846006.0
Lassen,2020-06-17,0.0,30573.0
Napa,2020-06-17,9.0,137744.0
Imperial,2020-06-17,89.0,181215.0
Glenn,2020-06-17,1.0,28393.0
Tehama,2020-06-17,0.0,65084.0
El Dorado,2020-06-17,2.0,192843.0
Calaveras,2020-06-17,0.0,45905.0
Merced,2020-06-17,10.0,277680.0
Inyo,2020-06-17,0.0,18039.0
San Mateo,2020-06-17,20.0,766573.0
Alameda,2020-06-17,137.0,1671329.0
San Diego,2020-06-17,343.0,3338330.0
Siskiyou,2020-06-17,4.0,43539.0
Yuba,2020-06-17,5.0,78668.0
San Francisco,2020-06-17,44.0,881549.0
Marin,2020-06-17,8.0,258826.0
Los Angeles,2020-06-17,1958.0,10039107.0
Orange,2020-06-17,425.0,3175692.0
Madera,2020-06-17,7.0,157327.0
Sacramento,2020-06-17,52.0,1552058.0
San Joaquin,2020-06-17,61.0,762148.0
Yolo,2020-06-17,2.0,220500.0
Monterey,2020-06-17,17.0,434061.0
Mono,2020-06-17,0.0,14444.0
Solano,2020-06-17,19.0,447643.0
Tuolumne,2020-06-17,0.0,54478.0
Trinity,2020-06-17,2.0,12285.0
Lake,2020-06-18,2.0,64386.0
San Bernardino,2020-06-18,313.0,2180085.0
Mendocino,2020-06-18,0.0,86749.0
Amador,2020-06-18,2.0,39752.0
Modoc,2020-06-18,0.0,8841.0
Stanislaus,2020-06-18,93.0,550660.0
Inyo,2020-06-18,0.0,18039.0
Placer,2020-06-18,19.0,398329.0
Santa Barbara,2020-06-18,48.0,446499.0
Marin,2020-06-18,6.0,258826.0
Glenn,2020-06-18,1.0,28393.0
Siskiyou,2020-06-18,1.0,43539.0
Yuba,2020-06-18,4.0,78668.0
Calaveras,2020-06-18,1.0,45905.0
Nevada,2020-06-18,3.0,99755.0
Tehama,2020-06-18,0.0,65084.0
Kern,2020-06-18,103.0,900202.0
Imperial,2020-06-18,73.0,181215.0
Los Angeles,2020-06-18,1900.0,10039107.0
Shasta,2020-06-18,1.0,180080.0
Mono,2020-06-18,0.0,14444.0
Lassen,2020-06-18,0.0,30573.0
Alameda,2020-06-18,130.0,1671329.0
Sutter,2020-06-18,0.0,96971.0
Napa,2020-06-18,7.0,137744.0
Sacramento,2020-06-18,47.0,1552058.0
Kings,2020-06-18,50.0,152940.0
Orange,2020-06-18,422.0,3175692.0
Ventura,2020-06-18,77.0,846006.0
Trinity,2020-06-18,2.0,12285.0
Madera,2020-06-18,16.0,157327.0
Colusa,2020-06-18,0.0,21547.0
San Mateo,2020-06-18,24.0,766573.0
Contra Costa,2020-06-18,43.0,1153526.0
San Diego,2020-06-18,351.0,3338330.0
Merced,2020-06-18,17.0,277680.0
Fresno,2020-06-18,98.0,999101.0
Tuolumne,2020-06-18,0.0,54478.0
Tulare,2020-06-18,51.0,466195.0
Santa Clara,2020-06-18,49.0,1927852.0
Plumas,2020-06-18,0.0,18807.0
Butte,2020-06-18,4.0,219186.0
San Luis Obispo,2020-06-18,8.0,283111.0
El Dorado,2020-06-18,3.0,192843.0
Solano,2020-06-18,29.0,447643.0
San Francisco,2020-06-18,45.0,881549.0
San Joaquin,2020-06-18,76.0,762148.0
Monterey,2020-06-18,21.0,434061.0
Sonoma,2020-06-18,16.0,494336.0
Riverside,2020-06-18,421.0,2470546.0
Yolo,2020-06-18,3.0,220500.0
Humboldt,2020-06-18,3.0,135558.0
Del Norte,2020-06-18,0.0,27812.0
Santa Cruz,2020-06-18,4.0,273213.0
Mariposa,2020-06-18,0.0,17203.0
San Benito,2020-06-18,0.0,62808.0
Kings,2020-06-19,50.0,152940.0
Yuba,2020-06-19,4.0,78668.0
Colusa,2020-06-19,0.0,21547.0
Amador,2020-06-19,0.0,39752.0
Merced,2020-06-19,10.0,277680.0
Los Angeles,2020-06-19,1920.0,10039107.0
Contra Costa,2020-06-19,41.0,1153526.0
Marin,2020-06-19,5.0,258826.0
Glenn,2020-06-19,0.0,28393.0
Lassen,2020-06-19,0.0,30573.0
Tehama,2020-06-19,0.0,65084.0
Ventura,2020-06-19,81.0,846006.0
Napa,2020-06-19,11.0,137744.0
Fresno,2020-06-19,101.0,999101.0
Monterey,2020-06-19,19.0,434061.0
Yolo,2020-06-19,2.0,220500.0
Mono,2020-06-19,0.0,14444.0
Del Norte,2020-06-19,0.0,27812.0
Butte,2020-06-19,5.0,219186.0
Siskiyou,2020-06-19,1.0,43539.0
Orange,2020-06-19,410.0,3175692.0
El Dorado,2020-06-19,3.0,192843.0
Nevada,2020-06-19,5.0,99755.0
Tuolumne,2020-06-19,0.0,54478.0
San Benito,2020-06-19,0.0,62808.0
Sonoma,2020-06-19,8.0,494336.0
Humboldt,2020-06-19,1.0,135558.0
San Luis Obispo,2020-06-19,7.0,283111.0
Sacramento,2020-06-19,54.0,1552058.0
Solano,2020-06-19,24.0,447643.0
Imperial,2020-06-19,80.0,181215.0
Inyo,2020-06-19,0.0,18039.0
San Bernardino,2020-06-19,318.0,2180085.0
San Francisco,2020-06-19,39.0,881549.0
Alameda,2020-06-19,137.0,1671329.0
Lake,2020-06-19,0.0,64386.0
Plumas,2020-06-19,0.0,18807.0
Mariposa,2020-06-19,0.0,17203.0
Placer,2020-06-19,22.0,398329.0
Shasta,2020-06-19,1.0,180080.0
Mendocino,2020-06-19,4.0,86749.0
Trinity,2020-06-19,4.0,12285.0
Riverside,2020-06-19,386.0,2470546.0
Sutter,2020-06-19,0.0,96971.0
San Diego,2020-06-19,359.0,3338330.0
San Joaquin,2020-06-19,74.0,762148.0
Modoc,2020-06-19,0.0,8841.0
Santa Clara,2020-06-19,60.0,1927852.0
Santa Barbara,2020-06-19,50.0,446499.0
Madera,2020-06-19,11.0,157327.0
Tulare,2020-06-19,50.0,466195.0
Santa Cruz,2020-06-19,8.0,273213.0
San Mateo,2020-06-19,20.0,766573.0
Kern,2020-06-19,103.0,900202.0
Calaveras,2020-06-19,1.0,45905.0
Stanislaus,2020-06-19,93.0,550660.0
Butte,2020-06-20,3.0,219186.0
Calaveras,2020-06-20,2.0,45905.0
Contra Costa,2020-06-20,51.0,1153526.0
Shasta,2020-06-20,1.0,180080.0
Orange,2020-06-20,446.0,3175692.0
Fresno,2020-06-20,115.0,999101.0
San Mateo,2020-06-20,21.0,766573.0
Del Norte,2020-06-20,0.0,27812.0
Stanislaus,2020-06-20,97.0,550660.0
Kings,2020-06-20,44.0,152940.0
Santa Cruz,2020-06-20,7.0,273213.0
Sonoma,2020-06-20,5.0,494336.0
Santa Clara,2020-06-20,55.0,1927852.0
San Francisco,2020-06-20,56.0,881549.0
Tuolumne,2020-06-20,0.0,54478.0
Siskiyou,2020-06-20,1.0,43539.0
Santa Barbara,2020-06-20,57.0,446499.0
Los Angeles,2020-06-20,1969.0,10039107.0
Yuba,2020-06-20,3.0,78668.0
Mendocino,2020-06-20,0.0,86749.0
Inyo,2020-06-20,0.0,18039.0
Napa,2020-06-20,10.0,137744.0
Riverside,2020-06-20,366.0,2470546.0
Kern,2020-06-20,116.0,900202.0
Sutter,2020-06-20,0.0,96971.0
San Diego,2020-06-20,330.0,3338330.0
San Benito,2020-06-20,0.0,62808.0
San Joaquin,2020-06-20,87.0,762148.0
San Luis Obispo,2020-06-20,9.0,283111.0
Alameda,2020-06-20,121.0,1671329.0
Tulare,2020-06-20,49.0,466195.0
Nevada,2020-06-20,6.0,99755.0
Madera,2020-06-20,10.0,157327.0
Colusa,2020-06-20,0.0,21547.0
Imperial,2020-06-20,89.0,181215.0
Merced,2020-06-20,10.0,277680.0
Marin,2020-06-20,5.0,258826.0
Monterey,2020-06-20,19.0,434061.0
Tehama,2020-06-20,0.0,65084.0
Mono,2020-06-20,0.0,14444.0
Lake,2020-06-20,0.0,64386.0
Humboldt,2020-06-20,1.0,135558.0
El Dorado,2020-06-20,2.0,192843.0
Solano,2020-06-20,32.0,447643.0
Mariposa,2020-06-20,0.0,17203.0
Yolo,2020-06-20,3.0,220500.0
Sacramento,2020-06-20,53.0,1552058.0
Lassen,2020-06-20,0.0,30573.0
Amador,2020-06-20,0.0,39752.0
Plumas,2020-06-20,0.0,18807.0
Ventura,2020-06-20,73.0,846006.0
Modoc,2020-06-20,0.0,8841.0
Glenn,2020-06-20,0.0,28393.0
Trinity,2020-06-20,4.0,12285.0
San Bernardino,2020-06-20,330.0,2180085.0
Placer,2020-06-20,21.0,398329.0
Kings,2020-06-21,45.0,152940.0
Plumas,2020-06-21,0.0,18807.0
San Joaquin,2020-06-21,102.0,762148.0
Amador,2020-06-21,1.0,39752.0
Orange,2020-06-21,446.0,3175692.0
Santa Clara,2020-06-21,61.0,1927852.0
Placer,2020-06-21,20.0,398329.0
Tuolumne,2020-06-21,0.0,54478.0
Los Angeles,2020-06-21,2001.0,10039107.0
Santa Cruz,2020-06-21,9.0,273213.0
Sonoma,2020-06-21,7.0,494336.0
Napa,2020-06-21,8.0,137744.0
San Francisco,2020-06-21,44.0,881549.0
Solano,2020-06-21,29.0,447643.0
Stanislaus,2020-06-21,91.0,550660.0
Calaveras,2020-06-21,1.0,45905.0
Sacramento,2020-06-21,61.0,1552058.0
Del Norte,2020-06-21,0.0,27812.0
Butte,2020-06-21,6.0,219186.0
Glenn,2020-06-21,0.0,28393.0
Nevada,2020-06-21,7.0,99755.0
Shasta,2020-06-21,3.0,180080.0
Yuba,2020-06-21,3.0,78668.0
Lassen,2020-06-21,0.0,30573.0
Colusa,2020-06-21,1.0,21547.0
Mono,2020-06-21,0.0,14444.0
Trinity,2020-06-21,3.0,12285.0
Ventura,2020-06-21,88.0,846006.0
San Benito,2020-06-21,0.0,62808.0
Mendocino,2020-06-21,0.0,86749.0
Inyo,2020-06-21,0.0,18039.0
Humboldt,2020-06-21,1.0,135558.0
San Mateo,2020-06-21,27.0,766573.0
Sutter,2020-06-21,0.0,96971.0
Fresno,2020-06-21,104.0,999101.0
Tehama,2020-06-21,0.0,65084.0
Alameda,2020-06-21,119.0,1671329.0
Kern,2020-06-21,125.0,900202.0
Lake,2020-06-21,1.0,64386.0
Imperial,2020-06-21,95.0,181215.0
San Diego,2020-06-21,326.0,3338330.0
Yolo,2020-06-21,4.0,220500.0
Mariposa,2020-06-21,0.0,17203.0
San Bernardino,2020-06-21,344.0,2180085.0
El Dorado,2020-06-21,2.0,192843.0
Siskiyou,2020-06-21,1.0,43539.0
Modoc,2020-06-21,0.0,8841.0
Contra Costa,2020-06-21,51.0,1153526.0
Tulare,2020-06-21,54.0,466195.0
Marin,2020-06-21,11.0,258826.0
Monterey,2020-06-21,18.0,434061.0
Riverside,2020-06-21,405.0,2470546.0
Merced,2020-06-21,12.0,277680.0
Madera,2020-06-21,7.0,157327.0
Santa Barbara,2020-06-21,54.0,446499.0
San Luis Obispo,2020-06-21,6.0,283111.0
Sonoma,2020-06-22,7.0,494336.0
Plumas,2020-06-22,0.0,18807.0
San Bernardino,2020-06-22,385.0,2180085.0
Monterey,2020-06-22,21.0,434061.0
Yolo,2020-06-22,1.0,220500.0
Mendocino,2020-06-22,0.0,86749.0
Amador,2020-06-22,0.0,39752.0
Sacramento,2020-06-22,54.0,1552058.0
Glenn,2020-06-22,0.0,28393.0
Contra Costa,2020-06-22,51.0,1153526.0
Napa,2020-06-22,10.0,137744.0
Stanislaus,2020-06-22,92.0,550660.0
Fresno,2020-06-22,122.0,999101.0
San Benito,2020-06-22,0.0,62808.0
Colusa,2020-06-22,1.0,21547.0
Modoc,2020-06-22,0.0,8841.0
Santa Barbara,2020-06-22,58.0,446499.0
Merced,2020-06-22,9.0,277680.0
Shasta,2020-06-22,2.0,180080.0
Santa Clara,2020-06-22,64.0,1927852.0
Calaveras,2020-06-22,0.0,45905.0
Tuolumne,2020-06-22,0.0,54478.0
Los Angeles,2020-06-22,2090.0,10039107.0
San Luis Obispo,2020-06-22,7.0,283111.0
Imperial,2020-06-22,95.0,181215.0
Lassen,2020-06-22,0.0,30573.0
Santa Cruz,2020-06-22,10.0,273213.0
San Diego,2020-06-22,346.0,3338330.0
Sutter,2020-06-22,0.0,96971.0
Inyo,2020-06-22,0.0,18039.0
Nevada,2020-06-22,6.0,99755.0
Siskiyou,2020-06-22,1.0,43539.0
Butte,2020-06-22,9.0,219186.0
Kern,2020-06-22,129.0,900202.0
Mono,2020-06-22,0.0,14444.0
Trinity,2020-06-22,2.0,12285.0
Marin,2020-06-22,13.0,258826.0
Madera,2020-06-22,7.0,157327.0
Orange,2020-06-22,466.0,3175692.0
Riverside,2020-06-22,423.0,2470546.0
Lake,2020-06-22,0.0,64386.0
San Mateo,2020-06-22,23.0,766573.0
El Dorado,2020-06-22,1.0,192843.0
Ventura,2020-06-22,105.0,846006.0
Del Norte,2020-06-22,0.0,27812.0
Humboldt,2020-06-22,1.0,135558.0
Kings,2020-06-22,47.0,152940.0
Yuba,2020-06-22,4.0,78668.0
Placer,2020-06-22,20.0,398329.0
Alameda,2020-06-22,112.0,1671329.0
Tulare,2020-06-22,57.0,466195.0
Solano,2020-06-22,26.0,447643.0
Mariposa,2020-06-22,0.0,17203.0
San Joaquin,2020-06-22,141.0,762148.0
San Francisco,2020-06-22,47.0,881549.0
Tehama,2020-06-22,0.0,65084.0
Marin,2020-06-23,14.0,258826.0
Santa Barbara,2020-06-23,61.0,446499.0
San Diego,2020-06-23,370.0,3338330.0
Fresno,2020-06-23,139.0,999101.0
Sacramento,2020-06-23,65.0,1552058.0
Kings,2020-06-23,51.0,152940.0
San Luis Obispo,2020-06-23,7.0,283111.0
Mariposa,2020-06-23,0.0,17203.0
Mendocino,2020-06-23,0.0,86749.0
Tehama,2020-06-23,0.0,65084.0
Sonoma,2020-06-23,14.0,494336.0
Contra Costa,2020-06-23,52.0,1153526.0
Yuba,2020-06-23,7.0,78668.0
San Benito,2020-06-23,0.0,62808.0
Plumas,2020-06-23,0.0,18807.0
Glenn,2020-06-23,0.0,28393.0
Sutter,2020-06-23,0.0,96971.0
Mono,2020-06-23,0.0,14444.0
Shasta,2020-06-23,3.0,180080.0
Santa Clara,2020-06-23,72.0,1927852.0
Ventura,2020-06-23,94.0,846006.0
Madera,2020-06-23,7.0,157327.0
San Joaquin,2020-06-23,109.0,762148.0
Napa,2020-06-23,14.0,137744.0
Amador,2020-06-23,0.0,39752.0
Tuolumne,2020-06-23,1.0,54478.0
Tulare,2020-06-23,61.0,466195.0
Del Norte,2020-06-23,1.0,27812.0
Orange,2020-06-23,485.0,3175692.0
San Francisco,2020-06-23,53.0,881549.0
Colusa,2020-06-23,1.0,21547.0
Modoc,2020-06-23,0.0,8841.0
Imperial,2020-06-23,93.0,181215.0
Yolo,2020-06-23,1.0,220500.0
Lake,2020-06-23,1.0,64386.0
Calaveras,2020-06-23,1.0,45905.0
Trinity,2020-06-23,1.0,12285.0
Humboldt,2020-06-23,2.0,135558.0
San Bernardino,2020-06-23,441.0,2180085.0
Riverside,2020-06-23,434.0,2470546.0
Lassen,2020-06-23,0.0,30573.0
Merced,2020-06-23,12.0,277680.0
