county,date,hospitalized_covid_patients,population
Inyo,2020-11-24,2.0,18039.0
Ventura,2020-11-24,85.0,846006.0
Santa Clara,2020-11-24,237.0,1927852.0
Los Angeles,2020-11-24,2197.0,10039107.0
Mariposa,2020-11-24,0.0,17203.0
Monterey,2020-11-24,66.0,434061.0
Sutter,2020-11-24,0.0,96971.0
Napa,2020-11-24,9.0,137744.0
Shasta,2020-11-24,51.0,180080.0
Yuba,2020-11-24,30.0,78668.0
Tulare,2020-11-24,87.0,466195.0
San Mateo,2020-11-24,51.0,766573.0
Sonoma,2020-11-25,31.0,494336.0
San Bernardino,2020-11-25,694.0,2180085.0
Lassen,2020-11-25,4.0,30573.0
San Francisco,2020-11-25,70.0,881549.0
Riverside,2020-11-25,555.0,2470546.0
Modoc,2020-11-25,0.0,8841.0
Stanislaus,2020-11-25,186.0,550660.0
Trinity,2020-11-25,0.0,12285.0
Shasta,2020-11-25,54.0,180080.0
San Benito,2020-11-25,3.0,62808.0
Alameda,2020-11-25,193.0,1671329.0
Colusa,2020-11-25,4.0,21547.0
Butte,2020-11-25,28.0,219186.0
Yolo,2020-11-25,14.0,220500.0
Plumas,2020-11-25,1.0,18807.0
San Joaquin,2020-11-25,120.0,762148.0
Amador,2020-11-25,3.0,39752.0
Santa Clara,2020-11-25,253.0,1927852.0
Ventura,2020-11-25,87.0,846006.0
San Diego,2020-11-25,587.0,3338330.0
Siskiyou,2020-11-25,12.0,43539.0
Monterey,2020-11-25,70.0,434061.0
Mono,2020-11-25,0.0,14444.0
San Luis Obispo,2020-11-25,10.0,283111.0
Glenn,2020-11-25,0.0,28393.0
Calaveras,2020-11-25,1.0,45905.0
Placer,2020-11-25,124.0,398329.0
Del Norte,2020-11-25,0.0,27812.0
Mendocino,2020-11-25,10.0,86749.0
Imperial,2020-11-25,60.0,181215.0
Orange,2020-11-25,537.0,3175692.0
Fresno,2020-11-25,275.0,999101.0
Santa Barbara,2020-11-25,33.0,446499.0
Marin,2020-11-25,12.0,258826.0
Sutter,2020-11-25,0.0,96971.0
Contra Costa,2020-11-25,100.0,1153526.0
Santa Cruz,2020-11-25,32.0,273213.0
Tuolumne,2020-11-25,11.0,54478.0
Nevada,2020-11-25,14.0,99755.0
Tehama,2020-11-25,9.0,65084.0
Sacramento,2020-11-25,299.0,1552058.0
Tulare,2020-11-25,82.0,466195.0
Inyo,2020-11-25,1.0,18039.0
El Dorado,2020-11-25,11.0,192843.0
San Mateo,2020-11-25,52.0,766573.0
Lake,2020-11-25,2.0,64386.0
Yuba,2020-11-25,30.0,78668.0
Solano,2020-11-25,78.0,447643.0
Merced,2020-11-25,17.0,277680.0
Kings,2020-11-25,45.0,152940.0
Mariposa,2020-11-25,1.0,17203.0
Napa,2020-11-25,10.0,137744.0
Los Angeles,2020-11-25,2194.0,10039107.0
Humboldt,2020-11-25,4.0,135558.0
Kern,2020-11-25,139.0,900202.0
Madera,2020-11-25,35.0,157327.0
Kern,2020-11-26,147.0,900202.0
Yolo,2020-11-26,13.0,220500.0
Alameda,2020-11-26,211.0,1671329.0
San Francisco,2020-11-26,74.0,881549.0
Riverside,2020-11-26,575.0,2470546.0
Santa Barbara,2020-11-26,31.0,446499.0
Mono,2020-11-26,0.0,14444.0
Sonoma,2020-11-26,32.0,494336.0
San Luis Obispo,2020-11-26,10.0,283111.0
Mendocino,2020-11-26,13.0,86749.0
Solano,2020-11-26,82.0,447643.0
Placer,2020-11-26,140.0,398329.0
Napa,2020-11-26,10.0,137744.0
Tuolumne,2020-11-26,11.0,54478.0
San Mateo,2020-11-26,52.0,766573.0
Imperial,2020-11-26,62.0,181215.0
Tehama,2020-11-26,11.0,65084.0
Yuba,2020-11-26,25.0,78668.0
San Diego,2020-11-26,604.0,3338330.0
El Dorado,2020-11-26,13.0,192843.0
Sutter,2020-11-26,0.0,96971.0
San Joaquin,2020-11-26,121.0,762148.0
Orange,2020-11-26,542.0,3175692.0
Tulare,2020-11-26,85.0,466195.0
Fresno,2020-11-26,280.0,999101.0
Contra Costa,2020-11-26,99.0,1153526.0
San Benito,2020-11-26,3.0,62808.0
San Bernardino,2020-11-26,704.0,2180085.0
Amador,2020-11-26,4.0,39752.0
Calaveras,2020-11-26,1.0,45905.0
Butte,2020-11-26,33.0,219186.0
Humboldt,2020-11-26,3.0,135558.0
Ventura,2020-11-26,92.0,846006.0
Glenn,2020-11-26,0.0,28393.0
Siskiyou,2020-11-26,13.0,43539.0
Sacramento,2020-11-26,285.0,1552058.0
Mariposa,2020-11-26,0.0,17203.0
Del Norte,2020-11-26,0.0,27812.0
Marin,2020-11-26,8.0,258826.0
Modoc,2020-11-26,0.0,8841.0
Shasta,2020-11-26,60.0,180080.0
Lassen,2020-11-26,3.0,30573.0
Stanislaus,2020-11-26,200.0,550660.0
Madera,2020-11-26,29.0,157327.0
Los Angeles,2020-11-26,2252.0,10039107.0
Santa Clara,2020-11-26,253.0,1927852.0
Merced,2020-11-26,23.0,277680.0
Trinity,2020-11-26,0.0,12285.0
Lake,2020-11-26,3.0,64386.0
Colusa,2020-11-26,4.0,21547.0
Inyo,2020-11-26,1.0,18039.0
Nevada,2020-11-26,15.0,99755.0
Monterey,2020-11-26,73.0,434061.0
Santa Cruz,2020-11-26,32.0,273213.0
Plumas,2020-11-26,1.0,18807.0
Kings,2020-11-26,50.0,152940.0
San Joaquin,2020-11-27,126.0,762148.0
Napa,2020-11-27,11.0,137744.0
Colusa,2020-11-27,8.0,21547.0
San Benito,2020-11-27,4.0,62808.0
El Dorado,2020-11-27,12.0,192843.0
Inyo,2020-11-27,1.0,18039.0
Monterey,2020-11-27,78.0,434061.0
Imperial,2020-11-27,70.0,181215.0
Sutter,2020-11-27,0.0,96971.0
Santa Clara,2020-11-27,268.0,1927852.0
Kern,2020-11-27,168.0,900202.0
Fresno,2020-11-27,294.0,999101.0
Santa Cruz,2020-11-27,35.0,273213.0
San Mateo,2020-11-27,52.0,766573.0
Marin,2020-11-27,10.0,258826.0
Santa Barbara,2020-11-27,35.0,446499.0
San Diego,2020-11-27,637.0,3338330.0
Orange,2020-11-27,569.0,3175692.0
Glenn,2020-11-27,0.0,28393.0
Mono,2020-11-27,1.0,14444.0
Humboldt,2020-11-27,5.0,135558.0
Sonoma,2020-11-27,35.0,494336.0
Stanislaus,2020-11-27,201.0,550660.0
Siskiyou,2020-11-27,13.0,43539.0
Alameda,2020-11-27,204.0,1671329.0
Del Norte,2020-11-27,0.0,27812.0
San Bernardino,2020-11-27,725.0,2180085.0
Yuba,2020-11-27,28.0,78668.0
San Luis Obispo,2020-11-27,10.0,283111.0
Plumas,2020-11-27,0.0,18807.0
Contra Costa,2020-11-27,98.0,1153526.0
Solano,2020-11-27,73.0,447643.0
Trinity,2020-11-27,0.0,12285.0
Butte,2020-11-27,39.0,219186.0
San Francisco,2020-11-27,76.0,881549.0
Kings,2020-11-27,52.0,152940.0
Tuolumne,2020-11-27,12.0,54478.0
Merced,2020-11-27,22.0,277680.0
Tehama,2020-11-27,12.0,65084.0
Amador,2020-11-27,3.0,39752.0
Los Angeles,2020-11-27,2348.0,10039107.0
Riverside,2020-11-27,580.0,2470546.0
Tulare,2020-11-27,84.0,466195.0
Shasta,2020-11-27,57.0,180080.0
Lake,2020-11-27,2.0,64386.0
Nevada,2020-11-27,12.0,99755.0
Yolo,2020-11-27,18.0,220500.0
Lassen,2020-11-27,3.0,30573.0
Sacramento,2020-11-27,302.0,1552058.0
Placer,2020-11-27,141.0,398329.0
Calaveras,2020-11-27,1.0,45905.0
Modoc,2020-11-27,0.0,8841.0
Mariposa,2020-11-27,0.0,17203.0
Ventura,2020-11-27,94.0,846006.0
Mendocino,2020-11-27,20.0,86749.0
Madera,2020-11-27,35.0,157327.0
Madera,2020-11-28,32.0,157327.0
El Dorado,2020-11-28,17.0,192843.0
Nevada,2020-11-28,15.0,99755.0
San Diego,2020-11-28,673.0,3338330.0
Imperial,2020-11-28,72.0,181215.0
Riverside,2020-11-28,636.0,2470546.0
San Francisco,2020-11-28,80.0,881549.0
Siskiyou,2020-11-28,14.0,43539.0
Del Norte,2020-11-28,0.0,27812.0
Mariposa,2020-11-28,0.0,17203.0
Yuba,2020-11-28,32.0,78668.0
Merced,2020-11-28,19.0,277680.0
Stanislaus,2020-11-28,204.0,550660.0
San Benito,2020-11-28,5.0,62808.0
Ventura,2020-11-28,96.0,846006.0
Orange,2020-11-28,645.0,3175692.0
Plumas,2020-11-28,0.0,18807.0
Sonoma,2020-11-28,32.0,494336.0
Tulare,2020-11-28,94.0,466195.0
Santa Cruz,2020-11-28,40.0,273213.0
Solano,2020-11-28,75.0,447643.0
Calaveras,2020-11-28,1.0,45905.0
Colusa,2020-11-28,9.0,21547.0
Tuolumne,2020-11-28,10.0,54478.0
Yolo,2020-11-28,20.0,220500.0
Marin,2020-11-28,13.0,258826.0
Humboldt,2020-11-28,5.0,135558.0
San Mateo,2020-11-28,56.0,766573.0
Fresno,2020-11-28,310.0,999101.0
Napa,2020-11-28,11.0,137744.0
Trinity,2020-11-28,0.0,12285.0
San Joaquin,2020-11-28,138.0,762148.0
Contra Costa,2020-11-28,108.0,1153526.0
Los Angeles,2020-11-28,2513.0,10039107.0
Mono,2020-11-28,1.0,14444.0
Modoc,2020-11-28,0.0,8841.0
Inyo,2020-11-28,1.0,18039.0
Alameda,2020-11-28,206.0,1671329.0
Kings,2020-11-28,56.0,152940.0
Butte,2020-11-28,47.0,219186.0
Mendocino,2020-11-28,12.0,86749.0
Amador,2020-11-28,1.0,39752.0
Lassen,2020-11-28,5.0,30573.0
Monterey,2020-11-28,73.0,434061.0
San Luis Obispo,2020-11-28,6.0,283111.0
Sacramento,2020-11-28,326.0,1552058.0
Lake,2020-11-28,2.0,64386.0
Tehama,2020-11-28,13.0,65084.0
San Bernardino,2020-11-28,792.0,2180085.0
Kern,2020-11-28,167.0,900202.0
Placer,2020-11-28,139.0,398329.0
Santa Barbara,2020-11-28,40.0,446499.0
Glenn,2020-11-28,0.0,28393.0
Sutter,2020-11-28,0.0,96971.0
Shasta,2020-11-28,55.0,180080.0
Santa Clara,2020-11-28,281.0,1927852.0
Butte,2020-11-29,46.0,219186.0
Imperial,2020-11-29,72.0,181215.0
Plumas,2020-11-29,0.0,18807.0
Colusa,2020-11-29,9.0,21547.0
Santa Cruz,2020-11-29,47.0,273213.0
San Benito,2020-11-29,6.0,62808.0
Madera,2020-11-29,31.0,157327.0
Placer,2020-11-29,138.0,398329.0
Tuolumne,2020-11-29,10.0,54478.0
Mono,2020-11-29,1.0,14444.0
Contra Costa,2020-11-29,123.0,1153526.0
Mendocino,2020-11-29,11.0,86749.0
Ventura,2020-11-29,105.0,846006.0
Sutter,2020-11-29,0.0,96971.0
San Joaquin,2020-11-29,145.0,762148.0
Lake,2020-11-29,2.0,64386.0
Glenn,2020-11-29,0.0,28393.0
San Bernardino,2020-11-29,839.0,2180085.0
Modoc,2020-11-29,0.0,8841.0
Tulare,2020-11-29,99.0,466195.0
Del Norte,2020-11-29,0.0,27812.0
Mariposa,2020-11-29,0.0,17203.0
Siskiyou,2020-11-29,10.0,43539.0
Tehama,2020-11-29,11.0,65084.0
Santa Clara,2020-11-29,303.0,1927852.0
Calaveras,2020-11-29,3.0,45905.0
Yuba,2020-11-29,38.0,78668.0
Lassen,2020-11-29,3.0,30573.0
Sacramento,2020-11-29,345.0,1552058.0
Marin,2020-11-29,13.0,258826.0
Solano,2020-11-29,73.0,447643.0
Alameda,2020-11-29,204.0,1671329.0
Merced,2020-11-29,28.0,277680.0
Inyo,2020-11-29,1.0,18039.0
Kern,2020-11-29,166.0,900202.0
San Mateo,2020-11-29,67.0,766573.0
Stanislaus,2020-11-29,200.0,550660.0
San Diego,2020-11-29,698.0,3338330.0
Santa Barbara,2020-11-29,45.0,446499.0
Riverside,2020-11-29,666.0,2470546.0
Fresno,2020-11-29,312.0,999101.0
Yolo,2020-11-29,21.0,220500.0
San Luis Obispo,2020-11-29,5.0,283111.0
Los Angeles,2020-11-29,2651.0,10039107.0
Orange,2020-11-29,664.0,3175692.0
San Francisco,2020-11-29,84.0,881549.0
Shasta,2020-11-29,56.0,180080.0
Monterey,2020-11-29,83.0,434061.0
Napa,2020-11-29,10.0,137744.0
Nevada,2020-11-29,20.0,99755.0
Amador,2020-11-29,1.0,39752.0
Humboldt,2020-11-29,4.0,135558.0
Trinity,2020-11-29,0.0,12285.0
El Dorado,2020-11-29,16.0,192843.0
Kings,2020-11-29,58.0,152940.0
Sonoma,2020-11-29,35.0,494336.0
Glenn,2020-11-30,0.0,28393.0
Mono,2020-11-30,0.0,14444.0
Yuba,2020-11-30,40.0,78668.0
Madera,2020-11-30,34.0,157327.0
Merced,2020-11-30,31.0,277680.0
Solano,2020-11-30,79.0,447643.0
Santa Clara,2020-11-30,308.0,1927852.0
Humboldt,2020-11-30,7.0,135558.0
Stanislaus,2020-11-30,222.0,550660.0
Los Angeles,2020-11-30,2743.0,10039107.0
Calaveras,2020-11-30,4.0,45905.0
San Mateo,2020-11-30,74.0,766573.0
Napa,2020-11-30,10.0,137744.0
Tehama,2020-11-30,11.0,65084.0
Lassen,2020-11-30,5.0,30573.0
Nevada,2020-11-30,20.0,99755.0
Inyo,2020-11-30,1.0,18039.0
Kern,2020-11-30,186.0,900202.0
Amador,2020-11-30,3.0,39752.0
Santa Cruz,2020-11-30,41.0,273213.0
Contra Costa,2020-11-30,127.0,1153526.0
Imperial,2020-11-30,82.0,181215.0
Kings,2020-11-30,52.0,152940.0
Lake,2020-11-30,2.0,64386.0
San Luis Obispo,2020-11-30,9.0,283111.0
Del Norte,2020-11-30,0.0,27812.0
Marin,2020-11-30,15.0,258826.0
San Joaquin,2020-11-30,146.0,762148.0
Trinity,2020-11-30,0.0,12285.0
Tuolumne,2020-11-30,13.0,54478.0
Mariposa,2020-11-30,1.0,17203.0
Santa Barbara,2020-11-30,52.0,446499.0
Mendocino,2020-11-30,12.0,86749.0
Sonoma,2020-11-30,44.0,494336.0
El Dorado,2020-11-30,15.0,192843.0
Plumas,2020-11-30,0.0,18807.0
Riverside,2020-11-30,683.0,2470546.0
San Benito,2020-11-30,6.0,62808.0
San Diego,2020-11-30,731.0,3338330.0
Yolo,2020-11-30,18.0,220500.0
Monterey,2020-11-30,81.0,434061.0
Orange,2020-11-30,705.0,3175692.0
Ventura,2020-11-30,102.0,846006.0
Alameda,2020-11-30,223.0,1671329.0
Shasta,2020-11-30,62.0,180080.0
Modoc,2020-11-30,0.0,8841.0
Fresno,2020-11-30,336.0,999101.0
Colusa,2020-11-30,10.0,21547.0
Siskiyou,2020-11-30,12.0,43539.0
San Bernardino,2020-11-30,934.0,2180085.0
Tulare,2020-11-30,109.0,466195.0
Placer,2020-11-30,143.0,398329.0
Sacramento,2020-11-30,369.0,1552058.0
San Francisco,2020-11-30,91.0,881549.0
Sutter,2020-11-30,0.0,96971.0
Butte,2020-11-30,45.0,219186.0
Imperial,2020-12-01,73.0,181215.0
Sacramento,2020-12-01,385.0,1552058.0
San Bernardino,2020-12-01,965.0,2180085.0
Napa,2020-12-01,11.0,137744.0
Plumas,2020-12-01,0.0,18807.0
Tulare,2020-12-01,103.0,466195.0
Alameda,2020-12-01,234.0,1671329.0
Shasta,2020-12-01,53.0,180080.0
Merced,2020-12-01,29.0,277680.0
El Dorado,2020-12-01,15.0,192843.0
Siskiyou,2020-12-01,12.0,43539.0
Solano,2020-12-01,81.0,447643.0
Stanislaus,2020-12-01,228.0,550660.0
Del Norte,2020-12-01,0.0,27812.0
Santa Cruz,2020-12-01,42.0,273213.0
Modoc,2020-12-01,1.0,8841.0
Calaveras,2020-12-01,6.0,45905.0
Tehama,2020-12-01,11.0,65084.0
Los Angeles,2020-12-01,2882.0,10039107.0
San Benito,2020-12-01,8.0,62808.0
Marin,2020-12-01,17.0,258826.0
Placer,2020-12-01,150.0,398329.0
Fresno,2020-12-01,318.0,999101.0
Riverside,2020-12-01,704.0,2470546.0
Colusa,2020-12-01,10.0,21547.0
Trinity,2020-12-01,0.0,12285.0
Kern,2020-12-01,190.0,900202.0
Santa Clara,2020-12-01,312.0,1927852.0
Glenn,2020-12-01,0.0,28393.0
Sutter,2020-12-01,0.0,96971.0
San Francisco,2020-12-01,91.0,881549.0
San Luis Obispo,2020-12-01,10.0,283111.0
San Mateo,2020-12-01,78.0,766573.0
Monterey,2020-12-01,86.0,434061.0
Yuba,2020-12-01,45.0,78668.0
Butte,2020-12-01,46.0,219186.0
San Joaquin,2020-12-01,162.0,762148.0
Inyo,2020-12-01,1.0,18039.0
Amador,2020-12-01,3.0,39752.0
Yolo,2020-12-01,20.0,220500.0
Nevada,2020-12-01,17.0,99755.0
Kings,2020-12-01,56.0,152940.0
Lassen,2020-12-01,5.0,30573.0
Mariposa,2020-12-01,2.0,17203.0
Ventura,2020-12-01,112.0,846006.0
Mono,2020-12-01,2.0,14444.0
Tuolumne,2020-12-01,14.0,54478.0
Santa Barbara,2020-12-01,48.0,446499.0
Contra Costa,2020-12-01,133.0,1153526.0
Sonoma,2020-12-01,43.0,494336.0
San Diego,2020-12-01,733.0,3338330.0
Mendocino,2020-12-01,12.0,86749.0
Orange,2020-12-01,756.0,3175692.0
Madera,2020-12-01,38.0,157327.0
Lake,2020-12-01,2.0,64386.0
Humboldt,2020-12-01,10.0,135558.0
Santa Clara,2020-12-02,327.0,1927852.0
Sacramento,2020-12-02,388.0,1552058.0
Shasta,2020-12-02,53.0,180080.0
Colusa,2020-12-02,11.0,21547.0
Trinity,2020-12-02,0.0,12285.0
Imperial,2020-12-02,83.0,181215.0
Kings,2020-12-02,59.0,152940.0
Los Angeles,2020-12-02,3004.0,10039107.0
Lake,2020-12-02,0.0,64386.0
San Luis Obispo,2020-12-02,9.0,283111.0
Tulare,2020-12-02,110.0,466195.0
Santa Cruz,2020-12-02,47.0,273213.0
Butte,2020-12-02,45.0,219186.0
San Benito,2020-12-02,9.0,62808.0
Riverside,2020-12-02,721.0,2470546.0
Orange,2020-12-02,784.0,3175692.0
Monterey,2020-12-02,83.0,434061.0
Humboldt,2020-12-02,11.0,135558.0
Ventura,2020-12-02,111.0,846006.0
Tuolumne,2020-12-02,11.0,54478.0
El Dorado,2020-12-02,13.0,192843.0
Tehama,2020-12-02,11.0,65084.0
Mendocino,2020-12-02,11.0,86749.0
Lassen,2020-12-02,7.0,30573.0
Modoc,2020-12-02,1.0,8841.0
Solano,2020-12-02,78.0,447643.0
San Diego,2020-12-02,761.0,3338330.0
Plumas,2020-12-02,0.0,18807.0
Napa,2020-12-02,12.0,137744.0
Sutter,2020-12-02,0.0,96971.0
Merced,2020-12-02,32.0,277680.0
Stanislaus,2020-12-02,237.0,550660.0
Glenn,2020-12-02,0.0,28393.0
Yuba,2020-12-02,37.0,78668.0
Santa Barbara,2020-12-02,60.0,446499.0
Del Norte,2020-12-02,0.0,27812.0
San Bernardino,2020-12-02,1002.0,2180085.0
Calaveras,2020-12-02,5.0,45905.0
Kern,2020-12-02,184.0,900202.0
Marin,2020-12-02,20.0,258826.0
Nevada,2020-12-02,17.0,99755.0
Yolo,2020-12-02,20.0,220500.0
Siskiyou,2020-12-02,15.0,43539.0
Amador,2020-12-02,4.0,39752.0
Madera,2020-12-02,38.0,157327.0
Contra Costa,2020-12-02,131.0,1153526.0
Alameda,2020-12-02,238.0,1671329.0
Fresno,2020-12-02,367.0,999101.0
Inyo,2020-12-02,2.0,18039.0
San Joaquin,2020-12-02,169.0,762148.0
Sonoma,2020-12-02,42.0,494336.0
Mono,2020-12-02,2.0,14444.0
Mariposa,2020-12-02,1.0,17203.0
Placer,2020-12-02,145.0,398329.0
San Mateo,2020-12-02,76.0,766573.0
San Francisco,2020-12-02,98.0,881549.0
Sacramento,2020-12-03,396.0,1552058.0
Marin,2020-12-03,19.0,258826.0
San Luis Obispo,2020-12-03,13.0,283111.0
Tuolumne,2020-12-03,11.0,54478.0
Lake,2020-12-03,2.0,64386.0
Fresno,2020-12-03,378.0,999101.0
San Joaquin,2020-12-03,165.0,762148.0
Glenn,2020-12-03,0.0,28393.0
Butte,2020-12-03,48.0,219186.0
Tulare,2020-12-03,117.0,466195.0
Mendocino,2020-12-03,10.0,86749.0
Sonoma,2020-12-03,42.0,494336.0
Napa,2020-12-03,13.0,137744.0
Yolo,2020-12-03,18.0,220500.0
Mariposa,2020-12-03,1.0,17203.0
Del Norte,2020-12-03,0.0,27812.0
Contra Costa,2020-12-03,136.0,1153526.0
Tehama,2020-12-03,11.0,65084.0
San Diego,2020-12-03,797.0,3338330.0
Placer,2020-12-03,163.0,398329.0
Alameda,2020-12-03,255.0,1671329.0
Plumas,2020-12-03,1.0,18807.0
Imperial,2020-12-03,92.0,181215.0
Sutter,2020-12-03,0.0,96971.0
San Benito,2020-12-03,6.0,62808.0
Siskiyou,2020-12-03,16.0,43539.0
Shasta,2020-12-03,51.0,180080.0
Santa Clara,2020-12-03,330.0,1927852.0
Amador,2020-12-03,5.0,39752.0
Riverside,2020-12-03,739.0,2470546.0
Modoc,2020-12-03,3.0,8841.0
Calaveras,2020-12-03,5.0,45905.0
Humboldt,2020-12-03,7.0,135558.0
Los Angeles,2020-12-03,3097.0,10039107.0
Ventura,2020-12-03,119.0,846006.0
Nevada,2020-12-03,18.0,99755.0
San Bernardino,2020-12-03,964.0,2180085.0
Solano,2020-12-03,78.0,447643.0
Madera,2020-12-03,39.0,157327.0
Santa Barbara,2020-12-03,60.0,446499.0
Lassen,2020-12-03,11.0,30573.0
Yuba,2020-12-03,39.0,78668.0
Monterey,2020-12-03,91.0,434061.0
Inyo,2020-12-03,2.0,18039.0
Kern,2020-12-03,188.0,900202.0
Orange,2020-12-03,810.0,3175692.0
San Francisco,2020-12-03,98.0,881549.0
El Dorado,2020-12-03,16.0,192843.0
Stanislaus,2020-12-03,231.0,550660.0
Trinity,2020-12-03,0.0,12285.0
Colusa,2020-12-03,10.0,21547.0
Mono,2020-12-03,3.0,14444.0
San Mateo,2020-12-03,83.0,766573.0
Merced,2020-12-03,38.0,277680.0
Kings,2020-12-03,60.0,152940.0
Santa Cruz,2020-12-03,43.0,273213.0
Stanislaus,2020-12-04,237.0,550660.0
Butte,2020-12-04,52.0,219186.0
Mono,2020-12-04,1.0,14444.0
Ventura,2020-12-04,126.0,846006.0
Calaveras,2020-12-04,4.0,45905.0
Trinity,2020-12-04,0.0,12285.0
Mariposa,2020-12-04,1.0,17203.0
San Benito,2020-12-04,5.0,62808.0
Plumas,2020-12-04,0.0,18807.0
Lassen,2020-12-04,5.0,30573.0
San Francisco,2020-12-04,99.0,881549.0
Riverside,2020-12-04,788.0,2470546.0
Placer,2020-12-04,163.0,398329.0
Solano,2020-12-04,83.0,447643.0
Tehama,2020-12-04,9.0,65084.0
Nevada,2020-12-04,16.0,99755.0
Alameda,2020-12-04,251.0,1671329.0
San Bernardino,2020-12-04,998.0,2180085.0
Kings,2020-12-04,63.0,152940.0
El Dorado,2020-12-04,19.0,192843.0
Amador,2020-12-04,6.0,39752.0
Sutter,2020-12-04,0.0,96971.0
Yuba,2020-12-04,41.0,78668.0
Inyo,2020-12-04,2.0,18039.0
Sonoma,2020-12-04,44.0,494336.0
Imperial,2020-12-04,90.0,181215.0
Glenn,2020-12-04,1.0,28393.0
Colusa,2020-12-04,9.0,21547.0
Del Norte,2020-12-04,0.0,27812.0
Kern,2020-12-04,203.0,900202.0
Sacramento,2020-12-04,399.0,1552058.0
Tuolumne,2020-12-04,11.0,54478.0
Monterey,2020-12-04,92.0,434061.0
Fresno,2020-12-04,390.0,999101.0
Mendocino,2020-12-04,10.0,86749.0
Santa Barbara,2020-12-04,54.0,446499.0
Contra Costa,2020-12-04,143.0,1153526.0
Yolo,2020-12-04,18.0,220500.0
Shasta,2020-12-04,49.0,180080.0
Merced,2020-12-04,29.0,277680.0
San Mateo,2020-12-04,89.0,766573.0
San Joaquin,2020-12-04,187.0,762148.0
Santa Clara,2020-12-04,355.0,1927852.0
Napa,2020-12-04,8.0,137744.0
San Diego,2020-12-04,807.0,3338330.0
Orange,2020-12-04,887.0,3175692.0
Siskiyou,2020-12-04,12.0,43539.0
Los Angeles,2020-12-04,3197.0,10039107.0
Marin,2020-12-04,16.0,258826.0
Modoc,2020-12-04,0.0,8841.0
Lake,2020-12-04,2.0,64386.0
Humboldt,2020-12-04,9.0,135558.0
San Luis Obispo,2020-12-04,15.0,283111.0
Tulare,2020-12-04,106.0,466195.0
Madera,2020-12-04,38.0,157327.0
Santa Cruz,2020-12-04,47.0,273213.0
San Mateo,2020-12-05,90.0,766573.0
Monterey,2020-12-05,90.0,434061.0
Yolo,2020-12-05,19.0,220500.0
Humboldt,2020-12-05,9.0,135558.0
San Bernardino,2020-12-05,1036.0,2180085.0
Contra Costa,2020-12-05,150.0,1153526.0
Yuba,2020-12-05,43.0,78668.0
Plumas,2020-12-05,0.0,18807.0
Marin,2020-12-05,21.0,258826.0
Inyo,2020-12-05,2.0,18039.0
Butte,2020-12-05,57.0,219186.0
Tulare,2020-12-05,119.0,466195.0
San Luis Obispo,2020-12-05,11.0,283111.0
Solano,2020-12-05,85.0,447643.0
Lake,2020-12-05,3.0,64386.0
Santa Cruz,2020-12-05,45.0,273213.0
Sutter,2020-12-05,0.0,96971.0
San Joaquin,2020-12-05,199.0,762148.0
Modoc,2020-12-05,1.0,8841.0
Tuolumne,2020-12-05,7.0,54478.0
Siskiyou,2020-12-05,12.0,43539.0
Tehama,2020-12-05,10.0,65084.0
Napa,2020-12-05,8.0,137744.0
Trinity,2020-12-05,0.0,12285.0
Ventura,2020-12-05,127.0,846006.0
San Francisco,2020-12-05,117.0,881549.0
Santa Clara,2020-12-05,357.0,1927852.0
Mendocino,2020-12-05,9.0,86749.0
Calaveras,2020-12-05,2.0,45905.0
Alameda,2020-12-05,259.0,1671329.0
Sonoma,2020-12-05,49.0,494336.0
Imperial,2020-12-05,96.0,181215.0
San Diego,2020-12-05,835.0,3338330.0
Madera,2020-12-05,42.0,157327.0
Stanislaus,2020-12-05,232.0,550660.0
Mono,2020-12-05,1.0,14444.0
Los Angeles,2020-12-05,3328.0,10039107.0
Lassen,2020-12-05,5.0,30573.0
San Benito,2020-12-05,5.0,62808.0
El Dorado,2020-12-05,22.0,192843.0
Santa Barbara,2020-12-05,51.0,446499.0
Sacramento,2020-12-05,401.0,1552058.0
Merced,2020-12-05,33.0,277680.0
Mariposa,2020-12-05,1.0,17203.0
Amador,2020-12-05,7.0,39752.0
Riverside,2020-12-05,787.0,2470546.0
Kings,2020-12-05,66.0,152940.0
Glenn,2020-12-05,6.0,28393.0
Colusa,2020-12-05,9.0,21547.0
Del Norte,2020-12-05,0.0,27812.0
Placer,2020-12-05,170.0,398329.0
Nevada,2020-12-05,17.0,99755.0
Kern,2020-12-05,202.0,900202.0
Fresno,2020-12-05,420.0,999101.0
Shasta,2020-12-05,49.0,180080.0
Orange,2020-12-05,902.0,3175692.0
Santa Barbara,2020-12-06,61.0,446499.0
Colusa,2020-12-06,9.0,21547.0
Monterey,2020-12-06,99.0,434061.0
Kern,2020-12-06,209.0,900202.0
Tuolumne,2020-12-06,9.0,54478.0
Santa Cruz,2020-12-06,49.0,273213.0
Humboldt,2020-12-06,7.0,135558.0
San Benito,2020-12-06,4.0,62808.0
Madera,2020-12-06,36.0,157327.0
Kings,2020-12-06,69.0,152940.0
Imperial,2020-12-06,98.0,181215.0
Shasta,2020-12-06,48.0,180080.0
Tehama,2020-12-06,10.0,65084.0
Orange,2020-12-06,921.0,3175692.0
Sutter,2020-12-06,0.0,96971.0
Napa,2020-12-06,12.0,137744.0
Stanislaus,2020-12-06,221.0,550660.0
Alameda,2020-12-06,266.0,1671329.0
Trinity,2020-12-06,0.0,12285.0
