county,totalcountconfirmed,totalcountdeaths,newcountconfirmed,newcountdeaths,date,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS,population,confirmedper100k,newlyconfirmedper100k,deathper100k,newdeath100k,7dayrollingavg_newlyconfirmed,7dayrollingavg_newdeath,7dayrollingavg_newlyconfirmed_rawnumber,7dayrollingavg_newdeath_rawnumber
San Diego,1328.0,19.0,117,1,2020-04-05,0.017,0.023,0.034,0.126,0.8,3338330,39.78036922652943,3.504746385168632,0.5691468488735386,0.029955097309133608,3.453394789781546,0.05135159538708619,115.28571428571429,1.7142857142857142
San Diego,1406.0,19.0,78,0,2020-04-06,0.017,0.023,0.034,0.126,0.8,3338330,42.11686681664185,2.3364975901124216,0.5691468488735386,0.0,3.427718992088003,0.05135159538708619,114.42857142857143,1.7142857142857142
San Diego,1456.0,31.0,50,12,2020-04-07,0.017,0.023,0.034,0.126,0.8,3338330,43.61462168209854,1.4977548654566804,0.9286080165831418,0.3594611677096033,3.0810957232251712,0.09414459154299135,102.85714285714286,3.142857142857143
San Diego,1532.0,36.0,76,5,2020-04-08,0.017,0.023,0.034,0.126,0.8,3338330,45.89120907759269,2.2765873954941545,1.0783835031288098,0.14977548654566805,2.914203038217141,0.1069824903897629,97.28571428571429,3.5714285714285716
San Diego,1630.0,40.0,98,4,2020-04-09,0.017,0.023,0.034,0.126,0.8,3338330,48.82680861388778,2.9355995362950935,1.1982038923653444,0.11982038923653443,2.8328963455209215,0.10270319077417236,94.57142857142857,3.4285714285714284
San Diego,1695.0,54.0,65,14,2020-04-10,0.017,0.023,0.034,0.126,0.8,3338330,50.77388993898147,1.9470813250936847,1.617575254693215,0.41937136232787053,2.48627307665809,0.1583340857768491,83.0,5.285714285714286
San Diego,1763.0,54.0,68,0,2020-04-11,0.017,0.023,0.034,0.126,0.8,3338330,52.81083655600255,2.0369466170210853,1.617575254693215,0.0,2.3621733878059645,0.15405478616125853,78.85714285714286,5.142857142857143
San Diego,1806.0,55.0,43,1,2020-04-12,0.017,0.023,0.034,0.126,0.8,3338330,54.0989057402953,1.2880691842927452,1.6475303520023483,0.029955097309133608,2.0455052162522662,0.1540547861612586,68.28571428571429,5.142857142857143
San Diego,1849.0,66.0,43,11,2020-04-13,0.017,0.023,0.034,0.126,0.8,3338330,55.38697492458804,1.2880691842927452,1.977036422402818,0.3295060704004697,1.8957297297065985,0.20112708193275422,63.285714285714285,6.714285714285714
San Diego,1932.0,67.0,83,1,2020-04-14,0.017,0.023,0.034,0.126,0.8,3338330,57.87324800124613,2.4862730766580894,2.006991519711952,0.029955097309133608,2.0369466170210853,0.15405478616125853,68.0,5.142857142857143
San Diego,2014.0,67.0,82,0,2020-04-15,0.017,0.023,0.034,0.126,0.8,3338330,60.329565980595085,2.456317979348956,2.006991519711952,0.0,2.0626224147146286,0.132658288083306,68.85714285714286,4.428571428571429
San Diego,2089.0,77.0,75,10,2020-04-16,0.017,0.023,0.034,0.126,0.8,3338330,62.576198278780105,2.2466322981850206,2.306542492803288,0.2995509730913361,1.9641985235560466,0.1583340857768491,65.57142857142857,5.285714285714286
San Diego,2160.0,83.0,71,6,2020-04-17,0.017,0.023,0.034,0.126,0.8,3338330,64.7030101877286,2.1268119089484863,2.4862730766580894,0.17973058385480165,1.9898743212495897,0.12409968885212495,66.42857142857143,4.142857142857143
San Diego,2215.0,83.0,55,0,2020-04-18,0.017,0.023,0.034,0.126,0.8,3338330,66.35054053973094,1.6475303520023483,2.4862730766580894,0.0,1.934243426246913,0.12409968885212495,64.57142857142857,4.142857142857143
San Diego,2270.0,83.0,55,0,2020-04-19,0.017,0.023,0.034,0.126,0.8,3338330,67.99807089173329,1.6475303520023483,2.4862730766580894,0.0,1.9855950216339993,0.11982038923653444,66.28571428571429,4.0
San Diego,2327.0,102.0,57,19,2020-04-20,0.017,0.023,0.034,0.126,0.8,3338330,69.70551143835391,1.7074405466206155,3.055419925531628,0.5691468488735386,2.0455052162522662,0.15405478616125853,68.28571428571429,5.142857142857143
San Diego,2436.0,109.0,109,7,2020-04-21,0.017,0.023,0.034,0.126,0.8,3338330,72.97061704504948,3.2651056066955633,3.2651056066955633,0.20968568116393527,2.1567670062576196,0.17973058385480165,72.0,6.0
San Diego,2493.0,112.0,57,3,2020-04-22,0.017,0.023,0.034,0.126,0.8,3338330,74.67805759167008,1.7074405466206155,3.3549708986229643,0.08986529192740082,2.0497845158678567,0.1925684827015732,68.42857142857143,6.428571428571429
San Diego,2645.0,112.0,152,0,2020-04-23,0.017,0.023,0.034,0.126,0.8,3338330,79.23123238265839,4.553174790988309,3.3549708986229643,0.0,2.3792905862683265,0.14977548654566805,79.42857142857143,5.0
